text,label
I think I’m having a heart attack!,help_emergency
where can i get food nearby?,help_location
"Hey, When were you made?",casual_botinfo
WHAT DAY IS IT?,help_condition
What’s the forecast? please,help_condition
is it cold outside?,help_condition
Is it windy today? please,help_condition
Send help quickly!!,help_emergency
What’s the temperature right now?,help_condition
Can you tell me what you are?!,casual_botinfo
Can you tell me Help! I’m hurt!?,help_emergency
Can you tell me What’s the forecast??,help_condition
What season is it? please,help_condition
Explain photosynthesis,info_general
"Hey, What are black holes?",info_general
Can you tell me Emergency! Please help!?,help_emergency
Can you tell me Who built you??,casual_botinfo
Can you tell me Where can I get groceries??,help_location
Hi bot!,casual_smalltalk
What’s the weather today? please,help_condition
Is it windy today?!,help_condition
Send help quickly! please,help_emergency
i can’t breathe!,help_emergency
sup?,casual_smalltalk
Do you think like a human?,casual_botinfo
Yo!,casual_smalltalk
"Hey, Where is the library?",help_location
WHAT’S UP?,casual_smalltalk
Call emergency services!,help_emergency
Locate the nearest post office please,help_location
I’ve been robbed! please,help_emergency
"Hey, Find a clinic near me",help_location
Yo!,casual_smalltalk
hey you,casual_smalltalk
TELL ME ABOUT GRAVITY,info_general
Can you tell me My house is on fire!?,help_emergency
TELL ME ABOUT GRAVITY,info_general
What’s up?,casual_smalltalk
"Hey, Someone’s breaking in!",help_emergency
Where is the nearest hospital?!,help_location
tell me about the solar system,info_general
locate the nearest atm,help_location
Who made you?!,casual_botinfo
Where’s the bus stop? please,help_location
show me the nearest police station,help_location
Can you tell me Explain photosynthesis?,info_general
where can i get food nearby?,help_location
"Hey, I’m in danger!",help_emergency
How’s it going? please,casual_smalltalk
Can you tell me I think I’m having a heart attack!?,help_emergency
"Hey, Tell me about yourself",casual_botinfo
Who made you? please,casual_botinfo
Can you tell me What are you doing??,casual_smalltalk
find me a gas station,help_location
Can you tell me Where’s the nearest bank??,help_location
"Hey, Send help quickly!",help_emergency
Can you tell me Locate a petrol station?,help_location
DO YOU THINK LIKE A HUMAN?,casual_botinfo
"Hey, Tell me the date",help_condition
Where is the library? please,help_location
"Hey, What are you doing?",casual_smalltalk
What’s the temperature right now?!,help_condition
Where is the nearest hospital? please,help_location
SHOW ME NEARBY RESTAURANTS,help_location
Tell me the date please,help_condition
Can you tell me Explain photosynthesis?,info_general
Find me a pharmacy,help_location
My house is on fire!!,help_emergency
"Hey, Explain relativity",info_general
"Hey, What time is it?",help_condition
Can you tell me How are you??,casual_smalltalk
How’s the weather outside?,help_condition
Define machine learning,info_general
WHAT ARE BLACK HOLES?,info_general
What’s the capital of Japan?,info_general
locate the nearest atm,help_location
Call the police!!,help_emergency
WHAT’S THE HUMIDITY?,help_condition
"Hey, I can’t breathe!",help_emergency
"Hey, Hey there",casual_smalltalk
Someone’s breaking in!,help_emergency
who programmed you?,casual_botinfo
What version are you? please,casual_botinfo
I need medical assistance!,help_emergency
What is the speed of light? please,info_general
Send help quickly!,help_emergency
WHERE IS THE LIBRARY?,help_location
I need medical assistance! please,help_emergency
long time no see,casual_smalltalk
locate the nearest post office,help_location
"Hey, What language are you coded in?",casual_botinfo
When did the internet start? please,info_general
What does AI mean? please,info_general
Can you tell me Hello!?,casual_smalltalk
call an ambulance!,help_emergency
Can you tell me Can you tell me what you are??,casual_botinfo
Is it snowing?,help_condition
show me nearby restaurants,help_location
LOCATE A PETROL STATION,help_location
Please help me! please,help_emergency
Where can I find a doctor? please,help_location
"Hey, Find me a gas station",help_location
are you human?,casual_botinfo
is it going to rain today?,help_condition
Someone’s breaking in!,help_emergency
What time is sunset?,help_condition
Find me a gas station please,help_location
Why is the sky blue?,info_general
Can you tell me Are you real??,casual_botinfo
How are you?!,casual_smalltalk
Can you tell me Who invented electricity??,info_general
Can you tell me Tell me today’s date?,help_condition
How’s the weather outside?,help_condition
"Can you tell me Please hurry, I need help!?",help_emergency
please help me!,help_emergency
do you know your creator?,casual_botinfo
Find me a gas station!,help_location
How are you?,casual_smalltalk
Can you tell me What’s the forecast??,help_condition
Do you have a name?,casual_botinfo
WHAT IS CLIMATE CHANGE?,info_general
"Hey, Who’s your developer?",casual_botinfo
What’s up?!,casual_smalltalk
SHOW ME NEARBY RESTAURANTS,help_location
Can you tell me How does a computer work??,info_general
"Hey, Where are you from?",casual_botinfo
I think I’m having a heart attack!,help_emergency
WHAT’S UP?,casual_smalltalk
I’m lost! please,help_emergency
what’s the capital of japan?,info_general
howdy!,casual_smalltalk
There’s been an accident!!,help_emergency
Someone’s breaking in!!,help_emergency
What’s the humidity? please,help_condition
good morning,casual_smalltalk
how does gps work?,info_general
is it cold outside?,help_condition
Sup?!,casual_smalltalk
"Hey, Hi",casual_smalltalk
Where’s the nearest bank? please,help_location
Where are you from?!,casual_botinfo
What season is it?!,help_condition
Hi please,casual_smalltalk
Can you tell me What is climate change??,info_general
someone’s breaking in!,help_emergency
WHAT’S THE HUMIDITY?,help_condition
Is it going to rain today?,help_condition
WHAT SEASON IS IT?,help_condition
"Hey, Are you human?",casual_botinfo
"Hey, Tell me today’s date",help_condition
WHERE IS THE LIBRARY?,help_location
Where’s the nearest bank?!,help_location
Can you tell me Nice to see you?,casual_smalltalk
SEND HELP QUICKLY!,help_emergency
"Hey, What’s the forecast?",help_condition
Can you tell me Where is the nearest hospital??,help_location
How are you?,casual_smalltalk
LONG TIME NO SEE,casual_smalltalk
GOOD AFTERNOON,casual_smalltalk
Are you real?,casual_botinfo
Can you tell me Help! I’m hurt!?,help_emergency
How are you?!,casual_smalltalk
"Hey, How does GPS work?",info_general
Where are you from? please,casual_botinfo
What can you do?,casual_botinfo
tell me about yourself,casual_botinfo
There’s a fire! please,help_emergency
LOCATE THE NEAREST POST OFFICE,help_location
Hey buddy please,casual_smalltalk
What time is sunset? please,help_condition
Can you tell me Who created you??,casual_botinfo
Where’s the bus stop? please,help_location
"Hey, How does GPS work?",info_general
What are black holes? please,info_general
Can you tell me Tell me today’s date?,help_condition
What season is it? please,help_condition
Can you tell me What are black holes??,info_general
Can you tell me Nice to see you?,casual_smalltalk
Is it cold outside?!,help_condition
Is it going to rain today? please,help_condition
"Hey, What’s up?",casual_smalltalk
Do you have a name?,casual_botinfo
"Hey, Why is the sky blue?",info_general
Can you tell me Explain relativity?,info_general
Where can I get groceries? please,help_location
"Hey, Explain photosynthesis",info_general
How does a computer work? please,info_general
Hello!,casual_smalltalk
Are you real?!,casual_botinfo
Tell me the date!,help_condition
Show me the closest hotel,help_location
who made you?,casual_botinfo
HEY YOU,casual_smalltalk
"Hey, My house is on fire!",help_emergency
Can you tell me Locate a petrol station?,help_location
"Hey, Good afternoon",casual_smalltalk
"Hey, What are you doing?",casual_smalltalk
Can you tell me What’s the forecast??,help_condition
How’s the weather outside? please,help_condition
"Hey, How’s it going?",casual_smalltalk
Howdy! please,casual_smalltalk
Can you tell me Do you have a name??,casual_botinfo
My house is on fire! please,help_emergency
LOCATE A PETROL STATION,help_location
What version are you? please,casual_botinfo
"Hey, Call an ambulance!",help_emergency
Tell me about gravity,info_general
Can you tell me Long time no see?,casual_smalltalk
WHAT’S TOMORROW’S WEATHER?,help_condition
"Hey, There’s a fire!",help_emergency
"Hey, I’m bleeding!",help_emergency
How’s life? please,casual_smalltalk
Hi bot!,casual_smalltalk
what’s up?,casual_smalltalk
Call an ambulance! please,help_emergency
there’s been an accident!,help_emergency
Are you real?!,casual_botinfo
Can you tell me Can you tell me what you are??,casual_botinfo
"Hey, When did the internet start?",info_general
Are you a chatbot?!,casual_botinfo
Do you have a name?,casual_botinfo
HEY BUDDY,casual_smalltalk
are you human?,casual_botinfo
"Hey, Find a restaurant near me",help_location
Call an ambulance!,help_emergency
Can you tell me What’s the local time in Tokyo??,help_condition
is it windy today?,help_condition
Define machine learning please,info_general
How are you? please,casual_smalltalk
Locate the nearest ATM!,help_location
Find a clinic near me,help_location
Where are you from?,casual_botinfo
I’m bleeding!,help_emergency
Where is the library? please,help_location
IS IT WINDY TODAY?,help_condition
WHEN DID THE INTERNET START?,info_general
who made you?,casual_botinfo
WHERE CAN I GET GROCERIES?,help_location
Call the police! please,help_emergency
ARE YOU AI?,casual_botinfo
Call emergency services!!,help_emergency
WHAT ARE YOU DOING?,casual_smalltalk
Can you tell me Find a coffee shop near me?,help_location
Find me a gas station please,help_location
i’ve been robbed!,help_emergency
WHERE CAN I GET FOOD NEARBY?,help_location
FIND A RESTAURANT NEAR ME,help_location
Locate the nearest ATM please,help_location
WHAT TIME IS IT?,help_condition
What can you do?!,casual_botinfo
Do you know your creator?,casual_botinfo
Can you tell me My house is on fire!?,help_emergency
"Hey, Is it hot today?",help_condition
What’s the capital of Japan? please,info_general
What is the speed of light?!,info_general
Who invented electricity?!,info_general
What time is sunset? please,help_condition
"Hey, Find me a pharmacy",help_location
Someone’s breaking in!,help_emergency
Can you tell me Show me the closest hotel?,help_location
Please help me! please,help_emergency
Where is the library?!,help_location
"Hey, Are you updated?",casual_botinfo
Can you tell me Are you human??,casual_botinfo
Can you tell me Where is the library??,help_location
Help! I’m hurt!,help_emergency
Good morning please,casual_smalltalk
There’s a fire!,help_emergency
Where’s the nearest bank?,help_location
Do you know your creator?,casual_botinfo
"Hey, What is the speed of light?",info_general
Yo!,casual_smalltalk
What time is sunset? please,help_condition
"Hey, I’ve been robbed!",help_emergency
Long time no see!,casual_smalltalk
are you human?,casual_botinfo
"Hey, Call an ambulance!",help_emergency
When is sunrise? please,help_condition
WHERE IS THE TRAIN STATION?,help_location
Show me nearby restaurants,help_location
Can you tell me What does AI mean??,info_general
WHO INVENTED ELECTRICITY?,info_general
what is the speed of light?,info_general
i’m bleeding!,help_emergency
Can you tell me Where is the nearest hospital??,help_location
I’ve been robbed!,help_emergency
What can you do? please,casual_botinfo
Good evening!,casual_smalltalk
"Please hurry, I need help! please",help_emergency
Are you AI?!,casual_botinfo
What’s the capital of Japan?,info_general
Can you tell me Find me a pharmacy?,help_location
My house is on fire! please,help_emergency
I’m bleeding!,help_emergency
What is blockchain? please,info_general
TELL ME ABOUT YOURSELF,casual_botinfo
Can you tell me Where’s the nearest bank??,help_location
"Hey, Is it hot today?",help_condition
where is the train station?,help_location
LOCATE THE NEAREST POST OFFICE,help_location
"Hey, Locate a park nearby",help_location
What is blockchain?!,info_general
tell me the date,help_condition
what day is it?,help_condition
hey you,casual_smalltalk
Locate the nearest post office,help_location
Are you real?,casual_botinfo
What does AI mean?,info_general
WHO’S YOUR DEVELOPER?,casual_botinfo
Show me the nearest police station!,help_location
Good afternoon,casual_smalltalk
there’s been an accident!,help_emergency
Hey you please,casual_smalltalk
I need medical assistance! please,help_emergency
do you know your creator?,casual_botinfo
WHAT IS NANOTECHNOLOGY?,info_general
Where is the library? please,help_location
FIND A COFFEE SHOP NEAR ME,help_location
Yo!,casual_smalltalk
hi bot,casual_smalltalk
FIND A CLINIC NEAR ME,help_location
WHAT’S THE CAPITAL OF JAPAN?,info_general
Do you think like a human?!,casual_botinfo
"Hey, Are you AI?",casual_botinfo
"Hey, What time is sunset?",help_condition
Howdy!,casual_smalltalk
WHO’S YOUR DEVELOPER?,casual_botinfo
Emergency! Please help!,help_emergency
"Can you tell me Please hurry, I need help!?",help_emergency
Are you a chatbot?,casual_botinfo
Can you tell me Hey there?,casual_smalltalk
TELL ME THE DATE,help_condition
"Hey, How does GPS work?",info_general
Can you tell me Are you AI??,casual_botinfo
WHAT TIME IS IT IN NEW YORK?,help_condition
Can you tell me What’s the humidity??,help_condition
What can you do?!,casual_botinfo
HOWDY!,casual_smalltalk
I’VE BEEN ROBBED!,help_emergency
Define machine learning please,info_general
Can you tell me There’s a fire!?,help_emergency
Can you tell me Are you AI??,casual_botinfo
what’s the weather today?,help_condition
who programmed you?,casual_botinfo
Can you tell me Someone’s breaking in!?,help_emergency
"Hey, What version are you?",casual_botinfo
Are you updated? please,casual_botinfo
Find a restaurant near me!,help_location
Can you tell me How does GPS work??,info_general
WHEN DID THE INTERNET START?,info_general
Hey you,casual_smalltalk
"Hey, What’s the weather today?",help_condition
"Hey, Do you have a name?",casual_botinfo
WHO INVENTED ELECTRICITY?,info_general
Tell me today’s date,help_condition
How does WiFi work?!,info_general
tell me about yourself,casual_botinfo
"Hey, Please help me!",help_emergency
are you updated?,casual_botinfo
Can you tell me Howdy!?,casual_smalltalk
Who programmed you?,casual_botinfo
Send help quickly!!,help_emergency
what’s up?,casual_smalltalk
"Hey, How are you?",casual_smalltalk
ARE YOU A CHATBOT?,casual_botinfo
locate a park nearby,help_location
Can you tell me Where can I get groceries??,help_location
Hey you please,casual_smalltalk
HEY THERE,casual_smalltalk
How’s the weather outside?,help_condition
"Hey, Tell me the date",help_condition
Hey you please,casual_smalltalk
"Hey, What can you do?",casual_botinfo
yo!,casual_smalltalk
Explain relativity,info_general
"Hey, What is nanotechnology?",info_general
Who’s your developer? please,casual_botinfo
Good morning please,casual_smalltalk
I’ve been robbed! please,help_emergency
"Hey, Send help quickly!",help_emergency
Where is the library?,help_location
"Hey, Good morning",casual_smalltalk
I’m lost!,help_emergency
Can you tell me Hey buddy?,casual_smalltalk
Who made you?,casual_botinfo
Locate the nearest post office!,help_location
WHAT ARE YOU DOING?,casual_smalltalk
Sup? please,casual_smalltalk
Do you know your creator? please,casual_botinfo
Can you tell me Send help quickly!?,help_emergency
Can you tell me Someone’s breaking in!?,help_emergency
"Hey, I’m bleeding!",help_emergency
Can you tell me Who created you??,casual_botinfo
Where is the library?!,help_location
Can you tell me Who’s your developer??,casual_botinfo
Can you tell me I’ve been robbed!?,help_emergency
There’s a fire!,help_emergency
is it hot today?,help_condition
Can you tell me What time is it??,help_condition
are you real?,casual_botinfo
are you a chatbot?,casual_botinfo
Can you tell me What’s the capital of Japan??,info_general
I’M LOST!,help_emergency
"Hey, Where is the nearest hospital?",help_location
"Hey, What are you doing?",casual_smalltalk
HEY THERE,casual_smalltalk
Why is the sky blue?!,info_general
Locate a petrol station please,help_location
When were you made?,casual_botinfo
what time is it in new york?,help_condition
Explain photosynthesis please,info_general
Can you tell me What day is it??,help_condition
Can you tell me Who built you??,casual_botinfo
"Hey, Tell me about the solar system",info_general
Howdy! please,casual_smalltalk
Help! I’m hurt! please,help_emergency
Good morning,casual_smalltalk
Show me nearby restaurants,help_location
"Hey, Locate a petrol station",help_location
WHEN DID THE INTERNET START?,info_general
What is nanotechnology?!,info_general
WHAT DOES AI MEAN?,info_general
Call the police!!,help_emergency
Please help me! please,help_emergency
How does GPS work? please,info_general
yo!,casual_smalltalk
What season is it? please,help_condition
Can you tell me Is it going to rain today??,help_condition
HOW DOES A COMPUTER WORK?,info_general
tell me the date,help_condition
tell me about the solar system,info_general
What’s the weather today?!,help_condition
What does AI mean? please,info_general
what’s the temperature right now?,help_condition
FIND ME A PHARMACY,help_location
Can you tell me When did the internet start??,info_general
LOCATE THE NEAREST POST OFFICE,help_location
Someone’s breaking in!,help_emergency
Who is the president of France?!,info_general
Explain photosynthesis please,info_general
Explain relativity,info_general
Can you tell me Are you real??,casual_botinfo
IS IT HOT TODAY?,help_condition
hey there,casual_smalltalk
Can you tell me Who programmed you??,casual_botinfo
are you ai?,casual_botinfo
Where are you from?!,casual_botinfo
Can you tell me Do you think like a human??,casual_botinfo
ARE YOU HUMAN?,casual_botinfo
"Hey, Hi",casual_smalltalk
WHERE CAN I GET FOOD NEARBY?,help_location
How’s the weather outside?,help_condition
What are black holes? please,info_general
"Hey, I need medical assistance!",help_emergency
WHERE IS THE TRAIN STATION?,help_location
Find me a pharmacy please,help_location
Can you tell me Yo!?,casual_smalltalk
Where is the library?,help_location
Where’s the bus stop?,help_location
Can you tell me Where can I get food nearby??,help_location
FIND A CLINIC NEAR ME,help_location
I’m bleeding! please,help_emergency
Where can I get groceries? please,help_location
Can you tell me When is sunrise??,help_condition
Send help quickly!!,help_emergency
WHAT’S THE FORECAST?,help_condition
NICE TO SEE YOU,casual_smalltalk
Good morning,casual_smalltalk
"Hey, How does WiFi work?",info_general
Can you tell me Nice to see you?,casual_smalltalk
EMERGENCY! PLEASE HELP!,help_emergency
show me nearby restaurants,help_location
Can you tell me How does GPS work??,info_general
Can you tell me Show me the nearest police station?,help_location
"Hey, Please help me!",help_emergency
Can you tell me what you are?,casual_botinfo
Where can I find a doctor? please,help_location
Who created you?,casual_botinfo
Can you tell me Locate the nearest ATM?,help_location
Are you AI?!,casual_botinfo
call an ambulance!,help_emergency
Hello! please,casual_smalltalk
WHAT LANGUAGE ARE YOU CODED IN?,casual_botinfo
someone is following me!,help_emergency
what’s the weather today?,help_condition
"Hey, Nice to see you",casual_smalltalk
"Hey, Define machine learning",info_general
"Hey, Hey there",casual_smalltalk
Show me nearby restaurants please,help_location
"Hey, Sup?",casual_smalltalk
"Hey, Locate the nearest ATM",help_location
How’s life?,casual_smalltalk
what’s the capital of japan?,info_general
Tell me about the solar system,info_general
Can you tell me Hello!?,casual_smalltalk
WHO’S YOUR DEVELOPER?,casual_botinfo
Define machine learning,info_general
SHOW ME NEARBY RESTAURANTS,help_location
Can you tell me Where is the library??,help_location
find a restaurant near me,help_location
Can you tell me Do you have a name??,casual_botinfo
Can you tell me Who’s your developer??,casual_botinfo
what are black holes?,info_general
What are black holes? please,info_general
What is climate change? please,info_general
Good evening please,casual_smalltalk
WHAT TIME IS SUNSET?,help_condition
CALL THE POLICE!,help_emergency
Why is the sky blue?!,info_general
GOOD MORNING,casual_smalltalk
"Hey, Sup?",casual_smalltalk
What’s tomorrow’s weather?,help_condition
There’s been an accident!,help_emergency
Can you tell me Define machine learning?,info_general
"Hey, Explain relativity",info_general
Someone is following me!,help_emergency
GOOD MORNING,casual_smalltalk
Someone is following me!!,help_emergency
someone’s breaking in!,help_emergency
what is quantum computing?,info_general
Can you tell me Is it windy today??,help_condition
How are you? please,casual_smalltalk
WHERE IS THE TRAIN STATION?,help_location
Are you updated? please,casual_botinfo
IS IT HOT TODAY?,help_condition
Define machine learning,info_general
"Hey, Are you AI?",casual_botinfo
I’m bleeding!!,help_emergency
Find a clinic near me,help_location
when is sunrise?,help_condition
Can you tell me what you are?!,casual_botinfo
do you think like a human?,casual_botinfo
Hey buddy,casual_smalltalk
Show me nearby restaurants!,help_location
What time is sunset?,help_condition
who invented electricity?,info_general
Someone is following me!!,help_emergency
"Hey, What’s up?",casual_smalltalk
"Hey, Do you have a name?",casual_botinfo
What can you do?,casual_botinfo
howdy!,casual_smalltalk
someone’s breaking in!,help_emergency
Can you tell me Explain relativity?,info_general
My house is on fire!!,help_emergency
Can you tell me How’s the weather outside??,help_condition
Are you AI?!,casual_botinfo
FIND A COFFEE SHOP NEAR ME,help_location
What is the speed of light?!,info_general
Can you tell me Find a clinic near me?,help_location
HOW DOES WIFI WORK?,info_general
how have you been?,casual_smalltalk
"Hey, Are you real?",casual_botinfo
Who built you?!,casual_botinfo
I’VE BEEN ROBBED!,help_emergency
Nice to see you please,casual_smalltalk
When did the internet start?,info_general
Tell me the date!,help_condition
Hi bot!,casual_smalltalk
Please help me!,help_emergency
Can you tell me What language are you coded in??,casual_botinfo
Someone is following me!!,help_emergency
What is nanotechnology?!,info_general
Yo!,casual_smalltalk
Tell me about the solar system,info_general
What’s up? please,casual_smalltalk
Yo! please,casual_smalltalk
How does GPS work? please,info_general
show me nearby restaurants,help_location
Can you tell me Someone’s breaking in!?,help_emergency
is it going to rain today?,help_condition
Who’s your developer?!,casual_botinfo
tell me about yourself,casual_botinfo
locate a park nearby,help_location
Find me a pharmacy,help_location
Where is the library?,help_location
WHO CREATED YOU?,casual_botinfo
My house is on fire!!,help_emergency
"Hey, Who programmed you?",casual_botinfo
"Hey, How does GPS work?",info_general
Who programmed you? please,casual_botinfo
What’s the temperature right now?!,help_condition
Call emergency services!,help_emergency
Do you think like a human?,casual_botinfo
"Hey, Do you know your creator?",casual_botinfo
Please help me! please,help_emergency
"Hey, Show me nearby restaurants",help_location
"Hey, Define machine learning",info_general
what is blockchain?,info_general
I’m bleeding!,help_emergency
LOCATE THE NEAREST ATM,help_location
Can you tell me Howdy!?,casual_smalltalk
Can you tell me Is it hot today??,help_condition
THERE’S A FIRE!,help_emergency
where is the nearest hospital?,help_location
DO YOU THINK LIKE A HUMAN?,casual_botinfo
I’M LOST!,help_emergency
are you updated?,casual_botinfo
where can i get food nearby?,help_location
What is quantum computing? please,info_general
HOW’S LIFE?,casual_smalltalk
Who is the president of France? please,info_general
What is climate change?!,info_general
Who programmed you?!,casual_botinfo
where is the library?,help_location
"Hey, Find me a pharmacy",help_location
"Hey, Who programmed you?",casual_botinfo
where’s the nearest bank?,help_location
How have you been?!,casual_smalltalk
LOCATE A PARK NEARBY,help_location
Is it windy today?,help_condition
are you human?,casual_botinfo
Nice to see you,casual_smalltalk
Can you tell me When were you made??,casual_botinfo
there’s been an accident!,help_emergency
Can you tell me Tell me the date?,help_condition
Define machine learning please,info_general
"Hey, Where can I find a doctor?",help_location
How does GPS work?,info_general
How’s the weather outside?,help_condition
ARE YOU UPDATED?,casual_botinfo
What’s the humidity?!,help_condition
Can you tell me what you are?,casual_botinfo
how are you?,casual_smalltalk
Who created you?,casual_botinfo
WHEN WERE YOU MADE?,casual_botinfo
when is sunrise?,help_condition
Locate a petrol station please,help_location
How does WiFi work?,info_general
WHAT’S THE WEATHER TODAY?,help_condition
what is the speed of light?,info_general
"Hey, How does GPS work?",info_general
What time is it in New York?!,help_condition
"Hey, How’s it going?",casual_smalltalk
What time is it?!,help_condition
Where can I get groceries? please,help_location
Where is the nearest hospital?!,help_location
What version are you?!,casual_botinfo
why is the sky blue?,info_general
how have you been?,casual_smalltalk
I’ve been robbed!!,help_emergency
What are you doing?!,casual_smalltalk
are you a chatbot?,casual_botinfo
Show me the closest hotel,help_location
Can you tell me What are you doing??,casual_smalltalk
Who’s your developer?!,casual_botinfo
Emergency! Please help! please,help_emergency
Can you tell me Locate the nearest post office?,help_location
Are you human?,casual_botinfo
What is climate change?,info_general
Nice to see you!,casual_smalltalk
Can you tell me What’s tomorrow’s weather??,help_condition
"Hey, Yo!",casual_smalltalk
"Hey, How does GPS work?",info_general
What day is it?!,help_condition
Where’s the bus stop?,help_location
What’s tomorrow’s weather? please,help_condition
Can you tell me Are you human??,casual_botinfo
WHAT ARE YOU DOING?,casual_smalltalk
Where are you from? please,casual_botinfo
HOW ARE YOU?,casual_smalltalk
What is climate change?!,info_general
what is climate change?,info_general
do you think like a human?,casual_botinfo
TELL ME THE DATE,help_condition
What can you do?,casual_botinfo
LONG TIME NO SEE,casual_smalltalk
Who created you? please,casual_botinfo
Good afternoon!,casual_smalltalk
What is blockchain?!,info_general
Can you tell me Hi bot?,casual_smalltalk
WHAT IS QUANTUM COMPUTING?,info_general
Who invented electricity? please,info_general
"Hey, How’s it going?",casual_smalltalk
Can you tell me Where can I find a doctor??,help_location
why is the sky blue?,info_general
define machine learning,info_general
Can you tell me Define machine learning?,info_general
how are you?,casual_smalltalk
Can you tell me Hey buddy?,casual_smalltalk
"Hey, What version are you?",casual_botinfo
HI,casual_smalltalk
Can you tell me Who created you??,casual_botinfo
Where can I find a doctor? please,help_location
EMERGENCY! PLEASE HELP!,help_emergency
WHAT ARE BLACK HOLES?,info_general
Can you tell me What’s tomorrow’s weather??,help_condition
SEND HELP QUICKLY!,help_emergency
What season is it?!,help_condition
Hello!,casual_smalltalk
WHAT’S THE CAPITAL OF JAPAN?,info_general
Do you think like a human?!,casual_botinfo
HEY BUDDY,casual_smalltalk
Can you tell me What does AI mean??,info_general
"Hey, Tell me about the solar system",info_general
Do you think like a human? please,casual_botinfo
Can you tell me Find me a gas station?,help_location
What is nanotechnology?!,info_general
Can you tell me Is it going to rain today??,help_condition
"Hey, Locate a petrol station",help_location
"Hey, Call emergency services!",help_emergency
Define machine learning!,info_general
FIND A COFFEE SHOP NEAR ME,help_location
"Hey, Call emergency services!",help_emergency
WHERE IS THE NEAREST HOSPITAL?,help_location
Can you tell me Good evening?,casual_smalltalk
I think I’m having a heart attack!!,help_emergency
Good afternoon!,casual_smalltalk
"Hey, Show me nearby restaurants",help_location
"Hey, Why is the sky blue?",info_general
Are you a chatbot? please,casual_botinfo
Can you tell me Where can I get food nearby??,help_location
SUP?,casual_smalltalk
Someone’s breaking in!,help_emergency
Someone is following me! please,help_emergency
I think I’m having a heart attack!,help_emergency
What’s the weather today?,help_condition
Nice to see you please,casual_smalltalk
What time is it in New York?,help_condition
Are you updated?,casual_botinfo
WHAT’S THE TEMPERATURE RIGHT NOW?,help_condition
Can you tell me Define machine learning?,info_general
Can you tell me Hi bot?,casual_smalltalk
Nice to see you please,casual_smalltalk
why is the sky blue?,info_general
Hi bot!,casual_smalltalk
What can you do? please,casual_botinfo
Who is the president of France?,info_general
What can you do? please,casual_botinfo
Can you tell me What’s the local time in Tokyo??,help_condition
how does wifi work?,info_general
Is it windy today?!,help_condition
Are you a chatbot? please,casual_botinfo
"Hey, Are you a chatbot?",casual_botinfo
Where can I get groceries?!,help_location
SUP?,casual_smalltalk
"Hey, What’s the capital of Japan?",info_general
HOW ARE YOU?,casual_smalltalk
Yo!!,casual_smalltalk
I CAN’T BREATHE!,help_emergency
Are you AI?!,casual_botinfo
How does GPS work?!,info_general
Call emergency services!!,help_emergency
"Hey, What’s the capital of Japan?",info_general
Where is the library? please,help_location
What’s the forecast? please,help_condition
What’s the humidity?,help_condition
Can you tell me Call the police!?,help_emergency
WHAT’S THE HUMIDITY?,help_condition
tell me the date,help_condition
"Hey, Call emergency services!",help_emergency
"Hey, What can you do?",casual_botinfo
HEY BUDDY,casual_smalltalk
WHAT’S TOMORROW’S WEATHER?,help_condition
"Hey, I’m lost!",help_emergency
Can you tell me What day is it??,help_condition
send help quickly!,help_emergency
show me the closest hotel,help_location
Good morning,casual_smalltalk
Howdy!,casual_smalltalk
Can you tell me Someone is following me!?,help_emergency
nice to see you,casual_smalltalk
Who’s your developer? please,casual_botinfo
What’s tomorrow’s weather?,help_condition
"Hey, Show me the nearest police station",help_location
"Hey, Locate a petrol station",help_location
WHAT TIME IS IT?,help_condition
find a clinic near me,help_location
What’s tomorrow’s weather? please,help_condition
what time is it in new york?,help_condition
HOW ARE YOU?,casual_smalltalk
"Hey, Howdy!",casual_smalltalk
Do you know your creator?,casual_botinfo
Can you tell me What is nanotechnology??,info_general
HOW ARE YOU?,casual_smalltalk
WHAT ARE YOU DOING?,casual_smalltalk
tell me about yourself,casual_botinfo
"Hey, What’s the forecast?",help_condition
Can you tell me Do you have a name??,casual_botinfo
DEFINE MACHINE LEARNING,info_general
SEND HELP QUICKLY!,help_emergency
FIND A RESTAURANT NEAR ME,help_location
Can you tell me How’s the weather outside??,help_condition
WHAT’S UP?,casual_smalltalk
"Please hurry, I need help! please",help_emergency
TELL ME ABOUT GRAVITY,info_general
Locate a petrol station,help_location
Tell me the date please,help_condition
What is climate change? please,info_general
"Hey, How’s life?",casual_smalltalk
What’s tomorrow’s weather? please,help_condition
someone’s breaking in!,help_emergency
Can you tell me Long time no see?,casual_smalltalk
Hey you!,casual_smalltalk
is it windy today?,help_condition
What is climate change? please,info_general
emergency! please help!,help_emergency
FIND ME A PHARMACY,help_location
Show me the nearest police station please,help_location
What is nanotechnology?!,info_general
Are you updated?!,casual_botinfo
How’s it going?,casual_smalltalk
Can you tell me Where’s the bus stop??,help_location
I think I’m having a heart attack! please,help_emergency
"Hey, Where is the nearest hospital?",help_location
Can you tell me Good evening?,casual_smalltalk
long time no see,casual_smalltalk
Can you tell me Hi?,casual_smalltalk
"Hey, There’s a fire!",help_emergency
where’s the bus stop?,help_location
How does GPS work?!,info_general
Hey buddy,casual_smalltalk
EXPLAIN PHOTOSYNTHESIS,info_general
tell me today’s date,help_condition
how does gps work?,info_general
What does AI mean?!,info_general
How’s life?,casual_smalltalk
WHAT VERSION ARE YOU?,casual_botinfo
